resume_id,Category,Skills,Education
10235211,businessdevelopment senior associate business development,acquisitions audio bachelors business development contracts client clients databases financial notes meetings money negotiating negotiator oct progress psychology real estate settlements sound structured additional information,associate degree sport psychology 2012 national university city state usa high school diploma 1983 midfield high school city state usa associate arts golf management 082011 pgcc professional golfers career college city state usa professional golf management city state
10289113,businessdevelopment business development director,sales business development distributor sales territory sales district sales sales solutions sales teams sales accounts national accounts sales management strategic accounts sales promotions travel meeting sales technology application sales clients management marketing budget budgets forecasts promotional travel meeting operations strategic planning training training development financial operations merchandising corporate operations employee engagement managing existing accounts forecasting human resources finding accounts relationship building strategic direction,bachelor business administration finance general business 1988 western michigan university city state
10501991,businessdevelopment business development representative,ms office suite salesforcecom pipedrivecom birstintradiem reports cpr certification 2012,bachelors december 2017 kennesaw state university coles college business city state phd professional sales 113 credit hours earned expected 2019 kennesaw state university coles college business city state skills agency content cpr client customer service data dictionary email financial marketing meetings ms office suite network policies pricing real estate reporting research sales supervision surveys telemarketing telephone underwriting website additional information
10541358,businessdevelopment business development regional manager,problem solving time management pos inventory training internal conflict resolution training development marketing budgets cost reduction client retention business development,2012 arabia mountain high school city state high school diploma top 15 class 37 2017 darton state college city state business administration associate applied science skills administrative administrative support advertising backup budgets budget business development conflict resolution content cost reduction client clients customer service delivery email forms human resources image inventory management inventory leadership managment marketing strategies marketing meetings excel spreadsheets excel microsoft office applications office powerpoint windows 8 windows windows xp online marketing search engines operating systems personnel pivot tables policies pos presentations pr problem solving profit loss promotional materials public relations quality quickbooks receptionist recruiting recruitment reporting spreadsheets strategy telephone answering phones
10704573,businessdevelopment director business development,team building expertise proven sales track record,bachelor business administration bba finance economics 1996 augusta state university hull college business city state skills
11088337,businessdevelopment business development manager,ads advertising avid budgets budget business strategies cable cash flow coach client management content contracts sc client clients customer service database analysis email financial investments market meetings microsoft excel power point microsoft word network networks business development newsletters personnel producing profit radio research sales phone television video,2007 hobart college city state bachelor arts english english 2007 media society media society interests member mens club ice hockey 2003 2007 devoted 12 hours week practice competition volunteer political activism house 2004 organized conducted voter registration drives college students 19992003 delbarton school morristown nj member mens varsity ice hockey nj state champions 2002 jersey hockey hall fame inductee 2014 additional information
11289482,businessdevelopment business development manager vp,budget business development call center coaching communication skills consultant credit customer service decision making direction documentation equity senior management external audits financial funds government hiring human resource leadership law legal managing mediation meetings office operations management performance reviews pick policies project management quality quality control recording relationship management securities scripting strategy strategic phone underwriting vendor management website,bachelor arts business administration univerity pheonix state skills
11551946,businessdevelopment senior business development manager,sales marketing sales consultative sales marketing marketing management sales product support strategic planning direct sales engineer mixing chromatography equipment sales filtration marketing collateral pricing product manager product positioning salesmarketing training sales selling strategic direction sales leadership asset management business development clients offshore operations product lifecycle product lifecycle management solutions auditing business analysis developed sales financial operations internet marketing million optimization sales product concept prototype prototypes sales channels sales sales search engine search engine optimization selling techniques seo testing sales voice mba,mba marketing bs ms mech engineering mba marketing presentations business development professional 20 years track record success growing sales filterdryercentrifuge systems direct sales rep channels canada mexico experienced developing comprehensive marketing programs consultative sales techniques promote highvalued productsservices adaptable communicator skilled creating visibility engaging prospects gaining trust fulfilling leading presentations levels customer personnel skills sales marketing sales consultative sales marketing marketing management sales product support strategic planning direct sales engineer mixing chromatography equipment sales filtration marketing collateral pricing product manager product positioning salesmarketing training sales selling strategic direction sales leadership asset management business development clients offshore operations product lifecycle product lifecycle management solutions auditing business analysis developed sales financial operations internet marketing million optimization sales product concept prototype prototypes sales channels sales sales search engine search engine optimization selling techniques seo testing sales voice mba
12059198,businessdevelopment director business development,acute administration benefits budget business development contracts customer service interpersonal leadership marketing presentations sales finance cultured team work,2016 grand canyon university city state usa mba business administration 2008 arizona state university city state usa bachelor science exercise science small business minor skills acute administration benefits budget business development contracts customer service interpersonal leadership marketing presentations sales finance cultured team work
12230301,businessdevelopment business development specialistae,work history business development specialistae 092012 072014 company city state,journalism marketing state journalism marketing skills academic acquisitions ads advertising copy agency b2b brand management branding broadcast budget cable catalogs closing competitive concept content contracts corporate communications crm client clients designing direct mail ecommerce editing edit
12377803,businessdevelopment business development manager,identify capitalizing opportunities understanding customer requirements networking professional manner developing key relationships identifying important decision makers maximizing revenue opportunity knowledge past screening processes contact important decision makers managerial skills comprehensive understanding internal processes organizational structure businesses understanding key business drivers analyzing solving problems taking charge long term projects review time resources spent prospect client return investment taking responsibility personal development,colorado state university city state master organizational leadership human resources leadership colorado state university global denver co master organizational leadership human resources progress colorado state university city state master business administration business administration colorado state universitypueblo pueblo co master business administration degree program bachelor business administration accounting bachelor business administration accounting degree program bachelor business administration managementmarketing professional affiliations national ms society coloradowyoming chapter denver co skills clients satisfaction accounting sales accounts business development database documentation existing accounts outbound calls human resources accounts payable accounts receivable billing budgeting cash cash management collections credit credit card finance forecasting including accounting payroll accountant inbound outbound sales team telemarketing budget liaison maintenance audit bookkeeping tax returns testing cashiering customer service inventory inventory control loss prevention merchandising problem resolution receptionist retail sales sales counter stocking drivers managerial networking marketing progress
12546838,businessdevelopment business development manager,determined team player versatile sales techniques team building time management skills ability prioritize results proficient powerpoint word excel online survey tools ms access oracle basic operating systems windows 95982000xpvistant servers ms linux mac x erp basic r3 pp mm knowledge software applications internet explorer outlook outlook express quickbooks editing tools adobe photoshop corel draw general productivity ms office project management tools microsoft word excel powerpoint,master business administration mba marketing 2009 university pune india marketing bachelor business administration bba 2007 university gujarat india certifications training training production planning pp materials management mm certificate introduction python programming udemy certificate introduction python data science udemy skills acquisitions adobe photoshop advertising approach automobiles basic brochures budget charts closing color concept conferences corel draw client clients customer service databases decision making delivery designing editing erp senior management financial functional graphs hand tools hp internet explorer team building linux machine tools mac market research marketing market ms access excel ms office outlook outlook express powerpoint pp 2000 windows 95 98 word microsoft word ms multitasking negotiating networking nt servers operating systems oracle order management positioning power tools presentations pricing strategy problemsolving development product product development marketing product programming project management python quality quickbooks research selling sales sales development materials management mm pp r3 strategy strategic strategic analysis team player time management trade shows vista welding
12632728,businessdevelopment,,
12814706,businessdevelopment business development director,superb follow skills,superstar selling brian tracy ft worth texas 2005 build complete sales person plano texas 2005 sales success jeffrey gitmer ft worth texas 2005 csre psychology 2011 peers city state usa psychology sales brian tracy sales marketing 2005 beazer university city state usa cfni theology 2003 csre city state usa associate arts theology 2003 cfni city state usa skills
13080868,businessdevelopment business development,coaching cost controls marketing point promotional advertising marketing sales business management cooking corporate trainer food processing packaging plating product demos product development retail retail marketing sales programs training manuals budget business development purchasing financial management food safety incentive programs inventory operations ordering payroll purchasing purchasing manager fundraising great attitude illustration marketing plan mentoring photoshop solutions staff training,1994 bachelor science biology 1994 graduated unm bachelor science degree major biology professional affiliations
13199813,businessdevelopment director business development,business development superb customer service cold calling relationship building marketing market research crm software products including salesforce salespoint zoho outlook developing marketing materials complaint resolution businessto business cabinets sales directing large teams motivating team members identifying capturing markets public speaking problem solving critical leadership performance analysis budget development forecasting,bachelor arts english 1991 charleston southern university city state
13574264,businessdevelopment business development director,account management ads advertising automotive budget business development closing competitive crm clients customer service driving,bachelor arts degree business administration management edinboro university pennsylvania business administration management summary accomplished sales business development leader builds leads strong teams top revenue producer excels client relationship management accomplished resultsdriven sales business development leader broad based expertise leading effective strategy client relationship management negotiations team leadership revenue growth expertise building effective strategies substantially increase revenue improving market share sales effectiveness fuccillo kia directs team 52 employees sustaining 45mm annual revenue demonstrated record success marked history stellar revenue growth operational excellence roles marketleading corporations credited introducing practices training process improvements bolster effectiveness sales teams effective communicator leverages unwavering commitment excellence build execute innovative sales strategies consistently delivering positive results challenging highly competitive industries award winning sales operations manager strategic fixed variable operations director skills account management ads advertising automotive budget business development closing competitive crm clients customer service driving
13888506,businessdevelopment business development manager,sales software salesforcecom tapscan public relations software bacons mediasource factiva desktop publishing software photoshop illustrator microsoft office 365 excel powerpoint outlook word access accounting tax software quick books drake occupational safety osha 10 federal energy management professional femp web design httml,bachelor arts business management university district columbia school business public administration city state usa course work included
14055971,businessdevelopment business development representative,microsoft software word excel outlook powerpoint,high school diploma 2006 taft high school city state coursework completed college city state accomplishments
14070138,businessdevelopment business development manager,including ability present executivelevel audience passion gaining personal relationships clients strong understanding strategic selling techniques former professional athlete experience 032017 current business development manager company,1995 bachelor science educationexercise physiology wright state university city state educationexercise physiology skills academic articulate business analysis business development closing coach coaching competitive counseling customer satisfaction driving educational materials educational programs forecasting injury prevention team building team leader law managing enterprise pos presentations pricing problem resolution processes proposals psychology recruitment selling sales sales plans sales support strategy strategic strategic planning
14241621,businessdevelopment business development center manager,,associate science respiratory therapy 2019 manchester community college city state diploma bolton high school city state
14287992,businessdevelopment business development analyst,general financial accounting control,mba finance management 2014 university houston city state gpa gpa 380400
14726000,businessdevelopment business development consultant,atm banking brochures budget counselor credit senior management financial director market marketing materials meetings mentoring excel microsoft office applications outlook powerpoint word oracle policies processes progress reporting retail risk assessment sales scripts statistics supervision telemarketing workshops additional information,august 2000 bachelor arts organizational studies university michigan city state organizational studies spring 2012 mba finance wayne state university city state finance certifications certified credit union financial counselor interests community involvement varies planning volunteering directly working numerous outreach programs events list includes limited middle high school career day participant charter public service credit union community service projects detroit public schooleastern michigan university project gear service projects include supporting soup kitchens homeless shelters seasonal events basically helping oriented thanksgiving dinners food bank clothing drives skills atm banking brochures budget counselor credit senior management financial director market marketing materials meetings mentoring excel microsoft office applications outlook powerpoint word oracle policies processes progress reporting retail risk assessment sales scripts statistics supervision telemarketing workshops additional information
14752209,businessdevelopment director business development,microsoft suite excel word power point,high school diploma honors advanced diploma south grand prairie hs city state technical skills
14825300,businessdevelopment senior business development manager,,masters certificate project management 2006 george washington university city state usa master business administration 2017 brigham young university city state usa
14861855,businessdevelopment business development associate,cash handling financial analysis capital market trends industrial coverage knowledge risk management expertise product management accounts payablereceivable,master arts international commerce policy 2014 george mason school public policy city state international commerce policy international commerce policy semester credit hours 42 credit hours master arts 2013 oxford university mansfield college oxford study abroad semester credit hours 3 credit hours bachelor arts government international politics 2012 george mason university city state government international politics government international studies semester credit hours 60 credit hours associate arts liberal arts 2010 northern virginia community college city state liberal arts liberal arts semester credit hours 60 credit hours
14871762,businessdevelopment business development executive,python sql java r excel tableau statistical analysis multiple linear regression certification sun certified java associate,georgia state university city state master science information systems july 2018 mack robinson college business information systems visweswaraiah technological university city india bachelor engineering information science june 2008 vidyavardhaka college engineering information science interests worked upliftment multiple orphanages mysore india part interact club wing rotary club 19982000 founder member placement service committee illuminati undergrad actively involved green initiatives kaynes technology including vehicle emission check drives tree planting initiatives local municipal corporations skills business development client clients delivery dimensions documentation erp inspection inventory java team development director excel 98 process control processes profit project management python quality sales sql statistical analysis sun supply chain tableau vendor management additional information
14990354,businessdevelopment business development director,strategic account development fortune 500 partner experience national account management exceeds sales goals,certificate university california city state
15233524,businessdevelopment director business development,assembly banking clients database management directing email senior management fast fundraising government human resource insurance law managing marketing market marketing materials meetings access excel power point microsoft word networking online marketing organizing personnel presentations real estate research safety selling sales seminars staffing strategy transportation web site development professional affiliations member professional womens forum committee lancaster chamber commerce industry member fundraising committee kids chance pennsylvania member leadership team central ms society executive committee member sweatafit leadership team,mba lebanon valley college international studies central atlantic intermediate school banking dickinson college indiana university pennsylvania international studies skills assembly banking clients database management directing email senior management fast fundraising government human resource insurance law managing marketing market marketing materials meetings access excel power point microsoft word networking online marketing organizing personnel presentations real estate research safety selling sales seminars staffing strategy transportation web site development professional affiliations member professional womens forum committee lancaster chamber commerce industry member fundraising committee kids chance pennsylvania member leadership team central ms society executive committee member sweatafit leadership team
15423153,businessdevelopment business development rep,administrative duties ads approach b2b budget planning budget business development competitive content content management crm client clients customer service customer support designing ecommerce email email google analytics html image notes managerial managing marketing strategy marketing market marketing collateral materials medical sales meetings mentor 97 mortgage loans online marketing processes project management quality recruitment relationship management selling sales strategic trade shows web development websites,full sail university masters science internet marketing internet marketing university phoenix bachelors science marketing business marketing business july 2016 accredited medical sales hida january 2010january 2013 digital marketing shaw academy august 2016 blogging content management shaw academy february 2017 web development shaw academy skills administrative duties ads approach b2b budget planning budget business development competitive content content management crm client clients customer service customer support designing ecommerce email email google analytics html image notes managerial managing marketing strategy marketing market marketing collateral materials medical sales meetings mentor 97 mortgage loans online marketing processes project management quality recruitment relationship management selling sales strategic trade shows web development websites
15811992,businessdevelopment business development associate,career summary sales professional professional extensive training experience technical sales counseling administration customer service leadership development career objective work part team goals ambition move company forward success growth profit fit place creativity vision welcomed technology personal growth thrive offer skills microsoft products leadership training event planning customer service support takes create vision establish track goals catalyst influence integrity positive attitude core strengths technical sales professional customer focused service proven sales success influencer organizer team builder engaging public speaker,master divinity master arts counseling asbury theological seminary city state counseling bachelor arts psychology asbury college city state psychology skills accounting accounting software approach automotive council counseling creativity customer service customer support event planning focus leadership team builder leadership development leadership training managing microsoft products organizer peak profit public speaker quality renovation reuters sales experience selling sales seminars strategy strategic tax accounting tax technical sales vision additional information
16091352,businessdevelopment global business development managermarketing,prospecting cold calling strategic account development team building expertise proven sales track record strong communicator,2002 bachelor arts west virginia state university marketing city state
16519708,businessdevelopment director business development,skills experience total years microsoft office suite expert quicken quick books expert adobe creative suite expert microsoft project expert,august 2003 mba business administration florida university city state business administration august 2003 bs business administration florida university city state business administration skills adobe creative suite advertising agency branding budgeting budget business operations business planning business plans community health contracts contract negotiation customer relationship management delivery dermatology endocrinology finance focus functional gyn human resources management leadership logo marketing market access microsoft office suite office microsoft project neurology newspaper orthopedics pain management policies presentations primary procedure development product development proposal development proposal quick books quicken radio recruitment retail sales strategy strategic strategic planning television veritas website
16694152,businessdevelopment business development executive,articulate benefits business plan closing cold calling competitive consultant corporate training client clients customer satisfaction delivery direct mail document management facsimile features focus image inventory leadership managing marketing market meetings access office 2000 analysis networking business development photocopiers presentations pricing profit speaker quality assurance sales sales training seminars statistics team player telemarketing education hampton university 1998 bachelor arts political science city state political science ricoh university january 2001 image management certification levels 1 national sales training phases iii forest laboratories april 2004 leadership workshop bmw porsche arlington october 2006 understanding leasing bmw porsche arlington september 2007 bmw north america quality assurance workshop bmw porsche arlington,hampton university 1998 bachelor arts political science city state political science ricoh university january 2001 image management certification levels 1 national sales training phases iii forest laboratories april 2004 leadership workshop bmw porsche arlington october 2006 understanding leasing bmw porsche arlington september 2007 bmw north america quality assurance workshop bmw porsche arlington
16846478,businessdevelopment business development executive,advertising application development basic billing business development business plans cold calling computer maintenance hardware consulting clientele client clients financial information technology strategy employee management managing marketing plans marketing market meetings exchange office windows network networking page performance reviews personnel profit realtime research selling sales strategy strategic marketing supervisory,urbana university bachelor science business administration marketing gpa gpa 3640 business administration marketing gpa 3640 skills advertising application development basic billing business development business plans cold calling computer maintenance hardware consulting clientele client clients financial information technology strategy employee management managing marketing plans marketing market meetings exchange office windows network networking page performance reviews personnel profit realtime research selling sales strategy strategic marketing supervisory
17095812,businessdevelopment business development manager,energetic work attitude customer service expert adaptive team player,pharmacy 2002 carree college america city state united states coursework pharmacy technology pharmacology pharmacy law high school diploma general diploma 1994 thomas jefferson high school city state skills public relations enthusiastic person advanced problemsolving great organizational skills careful active listener professional friendly mulchtasking client relationscomputer proficiencydata collection data entry documentation email executive management support filingand great telephone skills
17115815,businessdevelopment business development specialist,strong analytical problemsolving conceptual skills selfmotivated ability plan schedule prioritize daily activities,2017 rio salado aa general studies related coursework computer technology
17421910,businessdevelopment business development executive,ms office word excel powerpoint publisher outlook constant contact asa400,master science finance 2011 zicklin school business baruch college city state
17597372,businessdevelopment business development consultant,3d budgets color council cpt client floor plans forklift manufacturing processes presentations real estate safety sales seminars spreadsheet technician vision experience march 2014 august 2014 company city state business development consultant,university kansas interior design bachelors degree interior design 2016
17602815,businessdevelopment business development manager,accounting budgets business development computer literate concise conferences conflict resolution contracts draw client clients customer service experience customer service detail oriented fixed assets focus inspect insurance inventory leadership management skills materials meetings microsoft office suite windows organizational profit quality relationship building reporting safety sales scheduling sound strategist valuation verbal communication skills wastewater treatment written professional affiliations risk management society rims california association joint powers authorities cajpa public agency risk management association parma public risk management association university risk management insurance association urmia association governmental risk pools agrip food service industry risk management association firma involved numerous insurance organizations regionally nationally including san diego orange county angeles san francisco nevada oregon utah chapters rims san diego rims chapter golf committee member san diegoimperial valley southern california parma chapters,business administration december 2003 university wisconsin city business administration skills accounting budgets business development computer literate concise conferences conflict resolution contracts draw client clients customer service experience customer service detail oriented fixed assets focus inspect insurance inventory leadership management skills materials meetings microsoft office suite windows organizational profit quality relationship building reporting safety sales scheduling sound strategist valuation verbal communication skills wastewater treatment written professional affiliations risk management society rims california association joint powers authorities cajpa public agency risk management association parma public risk management association university risk management insurance association urmia association governmental risk pools agrip food service industry risk management association firma involved numerous insurance organizations regionally nationally including san diego orange county angeles san francisco nevada oregon utah chapters rims san diego rims chapter golf committee member san diegoimperial valley southern california parma chapters
17730889,businessdevelopment assistant business development administrator,adobe acrobat microsoft office outlook client employee management excellent customer service skills client relations privileges fiduciary understanding budgeting financial planning,bachelor science applied studiesonline dominguez hills csudh city state usa
18236085,businessdevelopment director business development,agency benefits brochure budget business development business plan coach contracts client relations financial home health homecare hospice leadership notes director market analysis marketing plans marketing market nursing rapport sales sales training strategic written,bachelor science political science california state university bakersfield state political science professional affiliations nebraska alzheimers association american parkinsons disease association creighton university medical center american quarter horse association american cancer association life community nebraska nebraska hospice palliative association american red cross nebraska american heart association american horse show association
18293620,businessdevelopment sr business development manager,customer targeting contract negotiations prospecting internet marketing natural leader marketing advertising strong work ethic,associate arts 2002 enterprise state junior college bachelor science 2006 troy university city state highlights accounting accounts payable business development business plan closing cold calling credit crm clients finance financial legal logistics managing network networking profit relationship building retail sales selling strategic phone tv websites
18311419,businessdevelopment staffing business development manager,academic behavioral health budgeting coaching cold calling contract negotiations contracts conversion customer relationship management client clients financials forecasting functional hiring human resource inventory leadership managing marketing plan market trends market marketing negotiations enterprise networking progress rapport recruitment research sales seminars staff development staffing strategy strategic phone,bachelor science business management june 2008 university phoenix city state business management skills academic behavioral health budgeting coaching cold calling contract negotiations contracts conversion customer relationship management client clients financials forecasting functional hiring human resource inventory leadership managing marketing plan market trends market marketing negotiations enterprise networking progress rapport recruitment research sales seminars staff development staffing strategy strategic phone
18757174,businessdevelopment business development manager,agency billing conferences customer support database special events hazardous waste disposal hazardous waste leadership regulatory compliance mailing access excel office outlook word packaging problem solving process equipment publications quality quality control reading sales shipping teamwork technical support transportation troubleshoot water treatment workshops,social ecology environmental analysis design 2004 university california irvine city state internship public affairs office 2003 food administration city state usa military experience water treatment specialist august 2002 january 2005 company city state environmental specialist 1994 september 1997 company city state skills
18937778,businessdevelopment director global business development,,bachelor science international business 1994 university minnesota carlson school management city state usa minors spanish japanese east asian studies
19557384,businessdevelopment business development leader,strong business acumen managing cross functional teams motivational management style sales pricing strategies customerfocused sales leader product market development strategic sourcing hedging datadriven decision making demand prediction supply chain resource management cost control profit maximization project planning development business forecasting strategy ms office suite adobe photoshop macromedia flash dreamweaver programming skills html,masters science organic chemistry 2010 organic chemistry research thesis option virginia tech bachelor technology dyes intermediates institute chemical technology 2007 dyes intermediates institute chemical technology research publication pdcatalyzed amination tetrahedron letters 2011 52 916 research project mild convenient ways prepare nalkyl tacrines june 2008 2010 2007 skills dreamweaver adobe photoshop balance sheets basic budgets chemistry contracts cost control credit clients decision making delivery filing macromedia flash forecasting functional gross profit html leadership leadership skills letters logistics managing manufacturing processes marketing market market development ms office suite win 2000 negotiating negotiator policies presentations
19738730,businessdevelopment business development intern,proficient large cooking machines great culinary skills organizational skills highly motivated,curlinary 1999 kumasi polytechnic city ghana coursework culinary arts coursework business restaurant management curlinary 1990 sunyani polytechnic city ghana coursework culinary arts skills
20317319,businessdevelopment business development associate,successful implementation sales strategies,proficient ntreis north texas real estate information services proficient centralized showing services proficient smart locating apartment data proficient zumper creating generating tracking leads proficient craigslist creating ads generating leads proficient microsoft office word excel powerpoint proficient microsoft office suite proficient crm zoho excels fund raising senior level executives inkind donations business owners event planning business owners charitable organizations wealthy individuals public presentationspeaking large groups weekly basis education birmingham southern college birmingham awarded jimmy emil hell scholarship arts scholarship ballet accomplishments champions school real estate licensed active realtor
20357858,businessdevelopment founder business development director,salesforce powerpoint cloud document word publisher management excel google drive access outlook,bachelor arts public relations 1992 saint marys university city state public relations activities honors
20427934,businessdevelopment director business development,accounting adobe budgeting coach coaching contracts clientele client data collection fluent english senior management financial financial analyst financial reporting forecasting fundraising instructor java jd edwards leadership logistics director managing marketing excel powerpoint word negotiations enterprise network oracle program development progress proposals recruitment researching sales scheduling strategic supervisor additional information,associate arts 2011 miami dade college city state gpa graduated highest praise summa laude gpa 40 graduated highest praise summa laude gpa 40 january 2001 zagreb school economics management gpa gpa 40 gpa 40 cfa chartered financial analyst level 1 december 2013 florida international university city state bachelor science hospitality tourism menagment finance december 2012 gpa graduated highest praise summa laude gpa 39 hospitality tourism menagment finance graduated highest praise summa laude gpa 39 work history company languages multilingual fluent english croatian cyrillic
20553895,businessdevelopment business development representative,fca kain automotive training 3 steps digital success chrysler certified employee crm training,
20633855,businessdevelopment business development representative,customer communications prospecting cold calling upselling consultative selling,journalism technical communication december 2012 colorado state university city state journalism technical communication minor business management
20748929,businessdevelopment business development,skills,2010 bachelor arts sociology stony brook university city state usa
22025574,businessdevelopment director business development,networking,2015 bachelors science interdisciplinary studies university houstondowntown city state united states
22423839,businessdevelopment international business development manager,army banking business development clients international sales inventory management inventory levels inventory latin logistics director market analysis market trends marketing market marketing sales materials network pricing pricing strategy product development retail sales sales analysis forecasting statistics strategy translation,1999 bs degree business administration international business southern illinois university edwardsville business administration international business studied abroad costa rica skills army banking business development clients international sales inventory management inventory levels inventory latin logistics director market analysis market trends marketing market marketing sales materials network pricing pricing strategy product development retail sales sales analysis forecasting statistics strategy translation
22765255,businessdevelopment associate director business development,packaging accountable maintenance operations training associate autocad cbt computer based training engineer fdot machine safety project engineer safety training vacuum award budget fifo selfdirected warehouse management merchandising business development mitigation sales product development product development transmissions sales ibm svc integrated marketing campaign marketing marketing campaign promotional sales support svc crm customer relationship management pricing jar account management change management exceed leadership skills manufacturing processes marketing strategy mentoring products operations management problem solving project management recruiter sigma sixsigma financial management branding continuous improvement,master business administration essentials financial management london university north florida coggin school business city state university north florida coggin school business master business administration jacksonville florida essentials financial management london england 2008
23396633,businessdevelopment director business development,marketing marketing strategy business development healthcare advertising business plan clients hpux media relations unix ux product development transmissions budget national accounts restructuring increase pricing budget management games finance joint venture joint ventures lead generation products home pricing analysis sales sales accounts,master science communications university tennessee master science communications university tennessee bachelor arts journalism university oklahoma bachelor arts journalism university oklahoma marketing strategies growth education university north carolina chapel hill city state marketing strategies growth executive educatio university north carolina chapel hill certifications md professional affiliations executive blogger dc ecowomen washington dc skills marketing marketing strategy business development healthcare advertising business plan clients hpux media relations unix ux product development transmissions budget national accounts restructuring increase pricing budget management games finance joint venture joint ventures lead generation products home pricing analysis sales sales accounts
23568641,businessdevelopment business development executive,customer relationship management crm software salesforce office 365 healthcare gpos government education consortiums,bachelor science journalism mass communications kansas state university city state public relations marketing skills
24412546,businessdevelopment business development associate,accounting budget cold calling credit client clients staff training financial director marketing market marketing management materials excel office outlook express power point win word networking processes promotion public relations relationship building restaurant management sales sales manager telemarketing,bsba management xavier university city state management mba marketing finance 1978 xavier university city state
24647386,businessdevelopment director business development,business development client relationship builder alternative transportation specialist experience 052009 current director business development company city state,bachelor science business administration marketing management east central university state business administration marketing management activities honors
24964303,businessdevelopment director business development,exceptional multitasker,masters business administration business strategy 2013 western governors university city state usa bachelors science business management 2011 university phoenix city state usa biologypremedicine oklahoma baptist university city state usa skills
